Id_Pessoa;Filename;Result
d8ec84ab-18d6-4f89-9b80-d139382198a8;fulllog_d8ec84ab-18d6-4f89-9b80-d139382198a8_4522c23c-857b-492f-9766-1d07cfaa8ada_20220627T195754369.json;PROCESSED
d8ec84ab-18d6-4f89-9b80-d139382198a8;fulllog_d8ec84ab-18d6-4f89-9b80-d139382198a8_4eaa7746-19ff-49de-8a74-0c3d8fac13dd_20220627T195754369.json;IGNORED
null;fulllog_d8ec84ab-18d6-4f89-9b80-d139382198a8_791d0f16-4d80-48aa-8b45-7712628fd34e_20220627T195754369.json;WITH_ERRORS
d8ec84ab-18d6-4f89-9b80-d139382198a8;fulllog_d8ec84ab-18d6-4f89-9b80-d139382198a8_d94453d8-f7b6-45a6-b2b0-cdcbd4a8051e_20220627T195754369.json;PROCESSED
d8ec84ab-18d6-4f89-9b80-d139382198a8;fulllog_d8ec84ab-18d6-4f89-9b80-d139382198a8_fd00682c-546b-47ad-85e4-ad42cf478eef_20220627T195754369.json;PROCESSED
